eerie,可怕的，阴森恐怖的,['iəri],a.
efface,擦掉，抹去,[i'feis],v.
effeminate,缺乏勇气的，柔弱的,[i'feminit],a.
effervesce,(液体)冒泡；(人)活跃、兴奋,[ˌefə'ves],v.
effete,无生育力的；虚弱的,[e'fi:t],a.
efficacious,有效的,[ˌefi'keiʃəs],a.
efficacy,功效，有效性,['efikəsi],n.
effigy,模拟像,['efidʒi],n.
effluvia,气味，恶臭；废料,[i'flu:vjə],n.
effrontery,厚颜无耻,[e'frʌntəri],n.
effulgent,(光线)灿烂的,[i'fʌldʒənt],a.
egalitarian,主张人人平等的,[iˌɡæli'teəriən],a.
egocentric,利己的,[ˌi:ɡəu'sentrik],a.
egoism,利己主义,['i:ɡəuiz(ə)m],n.
egotist,自私自利者,['i:ɡəutist],n.
egregious,(缺点等)过分的，惊人的,[i'ɡri:dʒəs],a.
egress,出去，出口,['i:ɡres],n.
ejaculate,突然叫出或说出；射出,[i'dʒækjuleit],v.
elaborate,详尽地说明，阐明,[i'læbərət],a.
elaboration,详细的细节，详尽阐述,[iˌlæbə'reiʃən],n.
elated,兴高采烈的，情绪高昂的,[i'leitid],a.
elbow,肘,['elbəu],n.
electorate,选民，选区；有选举权者,[i'lektərət],n.
elegy,哀歌，挽歌,['elidʒi],n.
elementary,初级的,[ˌeli'mentəri],a.
elephantine,笨拙的；庞大的,[ˌeli'fæntain],a.
elevate,将„举起,['eliveit],v.
elicit,引出，探出,[i'lisit],v.
eligible,合格的,['elidʒəbl],a.
eliminate,除去，淘汰,[i'limineit],v.
elite,精华，中坚,[ei'li:t],n.
elixir,万灵药，长生不老药,[i'liksə],n.
ellipsis,省略,[i'lipsis],n.
elliptical,椭圆的；含糊的；省略的,[i'liptikəl],a.
elm,榆树,[elm],n.
elocution,演说术,[ˌelə'kju:ʃən],n.
elongate,延长，伸长,['i:lɔŋɡeit],v.
eloquence,雄辩，口才，精彩演讲,['eləkwəns],n.
elucidate,（清晰）阐明，说明,[i'lju:sideit],v.
elude,逃避；不理解，不记得,[i'lju:d],v.
elusive,难懂的,[i'lju:siv],a.
elysian,乐土的，像天空的，幸福的,[i'liziən],a.
emaciate,使„瘦弱；消瘦,[i'meiʃieit],v.
emaciation,消瘦，衰弱,[iˌmeiʃi'eiʃən],n.
emanate,发源,['eməneit],v.
emancipate,解放，解除束缚,[i'mænsipeit],v.
emasculate,柔弱的,[i'mæskjuleit],v.
embankment,堤岸，路基,[im'bæŋkmənt],n.
embargo,禁运令，封港令,[em'bɑ:ɡəu],n.
embarrass,使忸怩，使难堪,[im'bærəs],v.
embed,牢牢插入，嵌于,[im'bed],v.
embellish,装饰，润饰,[im'beliʃ],v.
embezzlement,贪污，盗用,[im'bezlmənt],n.
embitter,使痛苦，使难受,[im'bitə],v.
emblazon,以纹章或其他方式装饰,[im'bleizən],v.
emblematic,作为象征的,[ˌembli'mætik],a.
embodiment,化身，体现,[im'bɔdimənt],n.
embody,(作品等)表达，体现,[im'bɔdi],v.
embolden,鼓励，给予信心,[im'bəuldən],v.
emboss,（装饰）加浮雕花纹于，使凸出,[im'bɔs],v.
embrace,拥抱；包含,[im'breis],v.
embroider,刺绣，修饰,[im'brɔidə],v.
embroil,牵连，卷入纠纷,[im'brɔil],v.
embryonic,胚胎的；萌芽期的,[ˌembri'ɔnik],a.
emend,订正，校订,[i'mend],v.
emerald,翠绿色的,['emərəld],n.
emergency,紧急事件,[i'mə:dʒnsi],n.
emigrate,自本国移居他国,['emiɡreit],v.
eminence,卓越，杰出,['eminəns],n.
eminent,著名的，显著的,['eminənt],a.
emissary,密使；特使,['emisəri],n.
emit,放射(光、热、味等),[i'mit],v.
emollient,润肤剂,[i'mɔliənt],n.
emolument,报酬，薪水,[i'mɔljumənt],n.
emote,激动地表达感情,[i'məut],v.
empathy,心意相通，(感情等)融为一体,['empəθi],n.
emphatic,重视的，强调的,[im'fætik],a.
empirical,以经验或观察为根据的,[em'pirikəl],a.
empiricism,经验主义,[em'pirisizəm],n.
employ,使用,[im'plɔi],v.
empower,授权给某人采取行动,[im'pauə],v.
empyreal,天空的,[ˌempai'ri:əl],a.
empyrean,天空，天神居处,[ˌempai'ri(:)ən],n.
emulate,努力赶上或超越,['emjuleit],v.
emulsify,使乳化,[i'mʌlsifai],v.
enact,制定(法律)；扮演(角色),[i'nækt],v.
enamel,珐琅，瓷釉ˌ搪瓷,[i'næməl],n.
enamored,珍爱的，喜爱的,[i'næməd],a.
encapsulate,装入胶囊；概括，成为典型，成为缩影,[in'kæpsjuleit],v.
enchant,使迷醉；施魔法于,[in'tʃɑ:nt],v.
encipher,译成密码,[in'saifə],v.
enclosure,圈地，围占,[in'kləuʒə],n.
encomiast,赞美者,[en'kəumiæst],n.
encomiastic,赞颂的，阿谀的,[enˌkəumi'æstik],a.
encomium,赞颂，颂辞,[en'kəumjəm],n.
encompass,包围，围绕,[in'kʌmpəs],v.
encounter,遭遇,[in'kauntə],v.
encroach,逐步侵占，蚕食,[in'krəutʃ],v.
encumber,妨害，阻碍,[in'kʌmbə],v.
encyclopedia,百科全书,[enˌsaikləu'pi:diə],n.
encyclopedic,广博的，知识渊博的,[enˌsaikləu'pi:dik],a.
endearing,讨人喜欢的,[in'diəriŋ],a.
endemic,地方性的,[en'demik],a.
endorse,(支票)背面签字；公开赞同,[in'dɔ:s],v.
endow,资助，捐助,[in'dau],v.
endue,赋予(才能),[in'dju:],v.
endure,忍受，忍耐,[in'djuə],v.
enduring,持续的,[in'djuəriŋ],a.
enervate,使虚弱，使无力,['enə:veit],v.
enfeeble,使衰弱,[in'fi:bl],v.
enfetter,给„上脚镣；束缚，使受制于,[en'fetə],v.
enflame,使愤怒或激动,[en'fleim],v.
engaged,忙碌的；使用中的，被占用的,[in'ɡeidʒd],a.
engaging,迷人的，吸引注意的,[in'ɡeidʒiŋ],a.
engender,产生，引起,[in'dʒendə],v.
engrave,在(硬物)上雕刻,[in'ɡreiv],v.
engross,全神贯注于,[in'ɡrəus],v.
engrossment,正式誊写的文件；专注,[in'ɡrəusmənt],n.
engulf,吞噬,[in'ɡʌlf],v.
enhance,提高，增加，改善,[in'hɑ:ns],v.
enjoin,命令，吩咐,[in'dʒɔin],v.
enlighten,启发，开导，教导，授予„知识,[in'laitn],v.
enlightening,有启迪作用的；使人领悟的,[in'laitniŋ],a.
enlist,(使)入伍从军，征募,[in'list],v.
enliven,使„更活跃,[in'laivən],v.
enmesh,通常被动)绊住，陷入网,[in'meʃ],v.
enmity,敌意，仇恨,['enmiti],n.
ennoble,授予爵位，使高贵,[i'nəubl],v.
ennui,使无聊,['ɑ:nwi:],n.
enormity,极恶；暴行；巨大,[i'nɔ:miti],n.
enormous,极大的，巨大的,[i'nɔ:məs],a.
enrage,激怒，触怒,[in'reidʒ],v.
enrapture,使狂喜，使高兴,[in'ræptʃə],v.
ensconce,安置，安坐,[in'skɔns],v.
ensemble,全体；大合唱,[ɑ:n'sɑ:mbl],n.
enshrine,奉为神圣,[in'ʃrain],v.
ensign,舰旗(船上表示所属国家的旗帜),['ensn],n.
enslave,奴役,[in'sleiv],v.
ensnare,诱入陷阱，进入罗网,[in'sneə],v.
ensue,继而发生,[in'sju:],v.
ensure,确保，担保,[in'ʃuə],v.
entail,需要，需求，必须,[in'teil],v.
entangle,使纠缠，卷入,[in'tæŋɡl],v.
enterprise,公司，事业单位；进取心,['entəpraiz],n.
enthrall,迷惑，迷住,[in'θrɔ:l],v.
enthralling,迷人的，吸引人的,[in'θrɔ:liŋ],a.
entice,怂恿，引诱,[in'tais],v.
entirety,整体，全面,[in'taiəti],n.
entitle,使有权(做某事),[in'taitl],v.
entity,实体，统一体,['entiti],n.
entourage,随从；环境,[ˌɔntu'rɑ:ʒ],n.
entrance,入口,[in'trɑ:ns],v.
entrancing,使人入神的,[in'trɑ:nsiŋ],a.
entreat,恳求,[in'tri:t],v.
entreaty,恳求，哀求,[in'tri:ti],n.
entrée,正餐前的开胃菜；获准进入的权利,['ɔntrei],n.
entrench,挖壕沟；确立,[in'trentʃ],v.
entrepreneur,企业家，创业人,[ˌɔntrəprə'nə:],n.
entrust,委托；托付,[in'trʌst],v.
entry,条目；登录；报关手续；入口,['entri],n.
entwine,使缠绕，交织,[in'twain],v.
enumerate,列举，枚举,[i'nju:məreit],v.
enunciate,（清楚地）发音；(清楚地)表达,[i'nʌnsieit],v.
environ,包围，围绕,[in'vaiərən],v.
environs,郊外，郊区,['envirənz],n.
envisage,正视；想像,[in'vizidʒ],v.
envision,想象，预想,[in'viʒən],v.
enzyme,酵素，酶,['enzaim],n.
epaulet,肩章，肩饰,['epəulet],n.
ephemeral,朝生暮死的，短暂的；生命短暂的,[i'femərəl],a.
epic,英雄的；大规模的,['epik],n.
epicure,美食家,['epikjuə],n.
epicurean,好享乐的；享乐主义的,[ˌepikjuə'ri(:)ən],a.
epideictic,夸耀的,[ˌepi'daiktik],a.
epidemic,传染性的，流行性的,[ˌepi'demik],a.
epidermis,表皮，外皮,[ˌepi'də:mis],n.
epigram,讽刺短句，警句,['epiɡræm],n.
epilogue,收场白；尾声,['epilɔɡ],n.
episode,一段情节,['episəud],n.
episodic,偶然发生的，分散性的,[epi'sɔdik],a.
epistolary,书信体的,[i'pistələri],a.
epitaph,墓志铭,['epitɑ:f],n.
epithet,(贬低人的)短语或形容词,['epiθet],n.
epitome,典型；梗概，摘要,[i'pitəmi],n.
epitomize,概括，摘要，成为典型，成为缩影,[i'pitəmaiz],v.
epoch,纪元；重大的事件,['i:pɔk],n.
equable,稳定的，不变的；(脾气)温和的,['ekwəbl],a.
equanimity,心情平静，情绪镇定,[ˌi:kwə'nimiti],n.
equate,认为„相等或相仿,[i'kweit],v.
equation,等式；等同，相等,[i'kweiʃən],n.
equator,赤道,[i'kweitə],n.
equestrian,骑马的,[i'kwestriən],n.
equilibrium,平衡,[ˌi:kwi'libriəm],n.
equine,马的，似马的,['i:kwain],a.
equity,公平，公正,['ekwiti],n.
equivalent,相等的，等值的,[i'kwivələnt],a.
equivocate,模棱两可地说，支吾其词，说谎,[i'kwivəkeit],v.
equivocation,模棱两可的话，含糊话,[iˌkwivə'keiʃən],n.
eradicate,根除；扑灭,[i'rædikeit],v.
erase,擦掉，抹去,[i'reiz],v.
erasure,擦掉,[i'reiʒə],n.
erect,竖立的，笔直的，直立的,[i'rekt],a.
err,犯错误，出错,[ə:],v.
errand,差使；差事,['erənd],n.
erratic,反复无常的；古怪的,[i'rætik],a.
ersatz,代用的，假的,[eə'zɑ:tz],a.
erstwhile,从前的，过去的,['ə:stwail],a.
erudite,博学的，饱学的,['eru:dait],a.
erupt,爆发；喷出(熔岩、水、气体、泥浆等),[i'rʌpt],v.
escalate,(战争等)升级；(快速)扩大，上升,['eskəleit],v.
escalation,逐步上升，逐步增强,[ˌeskə'leiʃən],n.
escapism,逃避现实(的习气),[is'keipizəm],n.
eschew,避开，戒绝,[is'tʃu:],v.
escort,护送者,[is'kɔ:t],v.
esophagus,食道，食管,[i(:)'sɔfəɡəs],n.
esoteric,难懂的，神秘的,[ˌesəu'terik],a.
espionage,间谍活动,['espiənidʒ],n.
espousal,拥护，支持,[is'pəuzəl],n.
espouse,支持，拥护,[is'pauz],v.
espy,(从远处等)突然看到,[is'pai],v.
essential,要素，实质,[i'senʃəl],a.
estimable,值得尊敬的；可估计的,['estiməbl],a.
estrange,使疏远,[is'treindʒ],v.
estranged,疏远的，分开的，分离的,[i'streindʒd],a.
estuary,河口，三角湾,['estjuəri],n.
etch,蚀刻；铭记,[etʃ],v.
etching,蚀刻术；蚀刻板画,['etʃiŋ],n.
eternal,永久的，永恒的，不朽的,[i(:)'tə:nl],a.
ethereal,太空；轻巧的,[i'θiəriəl],a.
ethics,伦理学；道德规范,['eθiks],n.
ethnic,种族的,['eθnik],a.
ethnology,人种学,[eθ'nɔlədʒi],n.
ethos,(个人、团体或民族)道德风貌，思潮，信仰,['i:θɔs],n.
etiquette,礼仪；礼节,['etiket],n.
etymology,语源学,[ˌeti'mɔlədʒi],n.
eucalyptus,桉树,[ˌju:kə'liptəs],n.
eugenic,优生(学)的,[ju:'dʒenik],a.
eulogistic,颂扬的，歌功颂德的,[ˌju:lə'dʒistik],a.
eulogize,称赞，颂扬,['ju:lədʒaiz],v.
eulogy,颂词，颂文,['ju:lədʒi],n.
euphemism,婉言，委婉的说法,['ju:fimizəm],n.
euphonious,悦耳的,[ju:'fəuniəs],a.
euphoria,幸福愉快感,[ju:'fɔ:riə],n.
evacuate,撤退；撤离,[i'vækjueit],v.
evade,逃避；规避,[i'veid],v.
evaluation,评价，评估,[iˌvælju'eiʃən],n.
evanescent,迅速消失的，短暂的,[ˌi:və'nesnt],a.
evaporate,(使某物)蒸发掉,[i'væpəreit],v.
evasion,躲避；借口,[i'veiʒən],n.
evasive,迥避的，逃避的；托辞的,[i'veisiv],a.
even,平的,['i:vən],a.
even-tempered,性情平和的；不易生气的,['i:vən'tempəd],a.
evenhanded,公平的，不偏不倚的,[ˌivən'hændid],a.
everlasting,永恒的，持久的，无止境的，耐用的,[ˌevə'lɑ:stiŋ],a.
evict,(依法)驱逐,[i'vikt],v.
eviction,(对房客或佃户的)驱逐,[i'vikʃən],n.
evildoer,坏人，坏蛋,[ˈi:vidu:ə],n.
evince,表明，表示，表现出,[i'vins],v.
eviscerate,取出肠及内脏,[i'visəreit],v.
evocative,唤起的，激起的,[i'vɔkətiv],a.
evoke,引起；唤起,[i'vəuk],v.
evolve,使逐渐形成，进化,[i'vɔlv],v.
ewe,母羊,[ju:],n.
ewer,大口水罐,['ju(:)ə],n.
exacerbate,(病、疼痛)加重，恶化,[eks'æsə(:)beit],v.
exact,强求，强索付款,[iɡ'zækt],a.
exacting,苛求的；要求严格的,[iɡ'zæktiŋ],a.
exactitude,极端的正确性或精确性,[iɡ'zæktitju:d],n.
exaggerate,夸张；夸大,[iɡ'zædʒəreit],v.
exaggeration,夸张,[iɡˌzædʒə'reiʃən],n.
exalt,(高度)赞扬，歌颂,[iɡ'zɔ:lt],v.
exaltation,(成功带来的)得意，高兴,[ˌeɡzɔ:l'teiʃən],n.
exasperate,激怒，使恼怒,[iɡ'zɑ:spəreit],v.
excavate,挖掘；挖出,['ekskəveit],v.
exceed,超过；超出,[ik'si:d],v.
excel,善于，擅长于,[ik'sel],v.
exceptionable,引起反感的,[ik'sepʃənəbl],a.
exceptional,特别(好)的,[ik'sepʃənl],a.
excerpt,摘录，选录，节录,['eksə:pt],n.
excess,过分，过度,['ekses],n.
exchequer,国库；财源,[iks'tʃekə],n.
excise,切除，删去,[ek'saiz],v.
excitability,易兴奋性，易激动性,[ikˌsaitə'biliti],n.
exclaim,惊叫，呼喊,[iks'kleim],v.
exclamation,惊叹词；惊呼,[ˌeksklə'meiʃən],n.
exclude,排斥；排除,[iks'klu:d],v.
exclusive,(人)孤僻的；(物)专用的,[iks'klu:siv],a.
excogitate,认真想出,[eks'kɔdʒiteit],v.
excoriate,撕去皮；严厉批评,[eks'kɔ:rieit],v.
excrete,排泄，分泌,[eks'kri:t],v.
excruciate,施酷刑，拷问，折磨,[iks'kru:ʃieit],v.
exculpate,开脱，申明无罪,['ekskʌlpeit],v.
excursion,短途旅游,[iks'kə:ʃən],n.
excursive,离题的,[iks'kə:siv],a.
execrable,极坏的,['eksikrəbl],a.
execrate,憎恶；咒骂,['eksikreit],v.
execration,憎恨，厌恶,[ˌeksi'kreiʃən],n.
execute,执行，履行；将某人处死,['eksikju:t],v.
exemplary,可作楷模的,[iɡ'zempləri],a.
exemplify,是„的典型；举出„的例子,[iɡ'zemplifai],v.
exempt,使免除,[iɡ'zempt],a.
exert,运用(力量等),[iɡ'zə:t],v.
exhale,呼出(气),[eks'heil],v.
exhaust,使非常疲倦,[iɡ'zɔ:st],n.
exhaustive,彻底的，无遗漏的,[iɡ'zɔ:stiv],a.
exhilarate,使高兴,[iɡ'ziləreit],v.
exhilaration,高兴，活跃,[iɡˌzilə'reiʃən],n.
exhort,力劝，劝告,[iɡ'zɔ:t],v.
exhume,掘出，发掘,[eks'hju:m],v.
exigent,需要立即采取行动的,['eksidʒənt],a.
exiguous,太少的，不足的,[eɡ'ziɡjuəs],a.
existential,有关存在的，存在主义的,[ˌeɡzis'tenʃəl],a.
exodus,大批离去，成群外出,['eksədəs],n.
exonerate,免除责任；确定无罪,[iɡ'zɔnəreit],v.
exorbitant,过分的，过度的,[iɡ'zɔ:bitənt],a.
exorcise,驱魔；去除(坏念头等),['eksɔ:saiz],v.
exotic,珍奇的；来自异国的,[iɡ'zɔtik],a.
expand,扩大，膨胀,[iks'pænd],v.
expansive,(指人)健谈的，开朗的；可扩大的，可伸展的,[iks'pænsiv],a.
expatiate,细说，详述,[eks'peiʃieit],v.
expatriate,驱逐出国；脱离国籍,[eks'pætrieit],v.
expediency,(未必正当的)便利；有益但未必正当的举措，权宜之计,[ik'spi:diənsi],n.
expedient,(指行动)有用的,[iks'pi:diənt],n.
expeditious,迅速的，敏捷的,[ekspi'diʃəs],a.
expel,排出；开除,[iks'pel],v.
expend,花费；用光,[iks'pend],v.
expenditure,消耗，支出,[iks'penditʃə],n.
expertise,专门技术，专业知识,[ˌekspə'ti:z],n.
expiate,赎罪，补偿,['ekspieit],v.
expiation,赎罪，补偿,[ˌekspi'eiʃən],n.
expiration,期满，终止,[ˌekspaiə'reiʃən],n.
expire,期满；去世,[iks'paiə],v.
explicable,可解释的,['eksplikəbl],a.
explicate,详细解说（思想、作品等）,['eksplikeit],v.
explicit,清楚明确的；成熟的，成型的,[iks'plisit],a.
exploit,英勇行为,[iks'plɔit],v.
explosive,(化)爆炸性的；使人冲动的,[iks'pləusiv],n.
exponent,说明者，支持者；指数,[eks'pəunənt],n.
exponentially,指数地；迅速增长地,[ˌekspəu'nenʃəli],adv.
exposition,详细阐释；博览会,[ˌekspə'ziʃən],n.
expository,说明的,[iks'pɔziˌtəri],a.
expostulate,(对人或行为进行)抗议,[iks'pɔstjuleit],v.
exposure,暴露，显露，曝光,[iks'pəuʒə],n.
expound,解释，详细阐述,[iks'paund],v.
expressly,清楚地；专门地，特意地,[iks'presli],adv.
expropriate,充公；没收,[eks'prəuprieit],v.
expulsion,驱逐，开除,[iks'pʌlʃən],n.
expunge,(从书中)删除(字、词),[eks'pʌndʒ],v.
expurgate,(从书中)删除(不当或令人反感的部分),['ekspə:ɡeit],v.
exquisite,精致的；近乎完美的,['ekskwizit],a.
extant,现存的,[eks'tænt],a.
extemporaneous,即兴的，没有准备的,[eksˌtempə'reinjəs],a.
extemporize,即兴席演说,[eks'tempəraiz],v.
extend,延展，延长；舒展（肢体）,[iks'tend],v.
extenuate,（提出借口以）减轻罪过,[iks'tenjueit],v.
exterminate,消灭，灭绝(种族、人、动物),[iks'tə:mineit],v.
externalize,使„表面化,[eks'tə:nəˌlaiz],v.
extinct,绝种的，不存在的,[iks'tiŋkt],a.
extinction,熄灭；消灭,[iks'tiŋkʃən],n.
extinguish,使„熄灭；使„不复存在,[iks'tiŋɡwiʃ],v.
extirpation,根除，铲除（某实物或现象）,[ˌekstə'peiʃn],n.
extol,赞美,[iks'tɔl],v.
extort,强索，敲诈(钱),[iks'tɔ:t],v.
extract,拔出；强索(钱或信息),[iks'træktˌ 'ekstrækt],v.
extradite,引渡回国，拿获归案,['ekstrədait],v.
extraneous,来自外部的；无关的,[eks'treinjəs],a.
extrapolate,由已知事实预测，推测；(数)由已知值推出未知量,[eks'træpəleit],v.
extravagance,奢侈，挥霍,[ik'strævəɡəns],n.
extremist,极端主义者,[iks'tri:mist],n.
extricable,可解救的，能脱险的,['ekstrikəbl],a.
extricate,拯救，救出,['ekstrikeit],v.
extrinsic,外来的，外在的，外部的,[eks'trinsik],a.
extrovert,性格外向者,['ekstrəuvə:t],n.
extrude,挤出，逐出；突出,[eks'tru:d],v.
exuberance,(人)愉快；(植物)茁壮，茂盛,[iɡ'zju:bərəns],n.
exuberant,(人)充满活力的；(植物)茂盛的,[iɡ'zju:bərənt],a.
exude,(液体)使慢慢流出；四溢,[iɡ'zju:d],v.
exult,欢腾，喜悦,[iɡ'zʌlt],v.
exultant,非常高兴的，欢跃的,[iɡ'zʌltənt],a.
fabric,纺织品；结构,['fæbrik],n.
fabricate,捏造；制造,['fæbrikeit],v.
fabulous,难以置信的；寓言里的,['fæbjuləs],a.
facade,建筑物的正面；(虚伪)外表,[fə'sɑ:d],n.
facet,(宝石等的)小平面；侧面,['fæsit],n.
facetious,（不当）轻浮的，好开玩笑的,[fə'si:ʃəs],a.
facile,容易做成的；肤浅的,['fæsail],a.
facilitate,使容易，促进,[fə'siliteit],v.
facilities,(使事情便利的)设备、工具,[fə'silətiz],n.
facsimile,复制本，摹本,[fæk'simili],n.
faction,派系；派系斗争,['fækʃən],n.
factitious,人为的，不真实的,[fæk'tiʃəs],a.
factorable,能分解成因子的,[fæk'tɔrəbl],a.
factotum,杂役，杂工,[fæk'təutəm],n.
factual,真实的，事实的,['fæktjuəl],a.
faculty,全体教员；感官功能,['fækəlti],n.
fad,(流行一时的)狂热，时尚,[fæd],n.
faddish,流行一时的，时尚的,['fædiʃ],a.
fade,褪色，消失，凋谢,[feid],v.
fag,苦工,[fæɡ],v.
fail-safe,自动防故障装置,[feil'seif],n.
fainthearted,懦弱的，无精神的；胆小的,['feint'hɑ:tid],a.
fair-minded,公平的，公正的,['feə'maindid],a.
fake,伪造；佯装,[feik],v.
falcon,猎鹰；隼,['fælkən],n.
fallacious,欺骗的；谬误的,[fə'leiʃəs],a.
fallacy,谬误，错误,['fæləsi],n.
fallibility,易于出错，出错性,[ˌfæli'biliti],n.
fallible,（人）会犯错的，易犯错的,['fæləbl],a.
fallow,(土地)休耕的,['fæləu],n.
falsehood,谎言,['fɔ:lshud],n.
falsify,篡改；说谎,['fɔ:lsiˌfai],v.
falter,摇晃，蹒跚；结巴地说，支吾地说,['fɔ:ltə],v.
familiarity,精通；亲近；不拘礼仪,[fəˌmili'æriti],n.
famine,饥荒,['fæmin],n.
famish,使饥饿,['fæmiʃ],v.
fanatic,狂热者,[fə'nætik],n.
fancied,空想的，虚构的,['fænsid],a.
fanfare,夸耀性游行；嘹亮的喇叭声,['fænfeə],n.
fang,(毒蛇的)尖牙,[fæŋ],n.
fantasia,幻想曲；组合乐曲,[fæn'teizjə],n.
fantasy,想象，幻想,['fæntəsi],n.
far-reaching,影响深远的,[fɑ:'ri:tʃiŋ],a.
farce,闹剧；荒谬，胡闹,[fɑ:s],n.
farewell,辞行，告别,['feə'wel],interj.
farrow,一窝小猪,['færəu],v.
fascia,饰带；(商店上挂的)招牌,['fæʃiə],n.
fascinate,迷惑，迷住,['fæsineit],v.
fast,很快地，紧紧地,[fɑ:st],n.
fasten,firmly),['fɑ:sn],v.
fastidious,难取悦的，挑剔的,[fæs'tidiəs],a.
fastness,要塞，城堡,['fɑ:stnis],n.
fatal,致命的；灾难性的,['feitl],a.
fathom,彻底明白，了解,['fæðəm],n.
fatidic,预言的,[fə'tidik],a.
fatigue,疲乏，劳累,[fə'ti:ɡ],n.
fatten,使长肥；使土壤肥沃；装满,['fætən],v.
fatuity,愚蠢，愚昧,[fə'tju(:)iti],n.
fatuous,愚昧而不自知的,['fætjuəs],a.
faucet,水龙头,['fɔ:sit],n.
fault,错误；(地质学)断层,[fɔ:lt],n.
faultfinder,喜欢挑剔的人,['fɔ:ltˌfaində],n.
favorable,有利的；赞成的,['feivərəbl],a.
fawn,巴结，奉承,[fɔ:n],n.
faze,使„狼狈，使„慌张,[feiz],v.
fealty,效忠,['fi:əlti],n.
feasible,可行的，可能的,['fi:zibl],a.
feat,功绩，壮举,[fi:t],n.
feature,特色，特点，特征,['fi:tʃə],n.
febrile,发烧的，热病的,['fi:brail],a.
feckless,效率低的；不负责任的；无长久目标、无长久计划的,['feklis],a.
fecundity,多产，富饶；繁殖力，生殖力,[fi'kʌndəti],n.
feeble,虚弱的,['fi:bl],a.
feedback,(信息的)反馈,['fi:dbæk],n.
feign,假装，伪装,[fein],v.
feigned,假装的；不真诚的,[feind],a.
feint,佯攻，佯击,[feint],v.
feisty,活跃的；易怒的,['faisti],a.
felicitate,祝贺，庆祝,[fi'lisiteit],v.
felicitous,(话语等)适当的，得体的,[fi'lisitəs],a.
feline,猫科的,['fi:lain],a.
fell,凶猛的，可怕的,[fel],n.
felon,重罪犯,['felən],n.
felony,重罪,['feləni],n.
feminist,女权运动者,['feminist],n.
fencing,剑术，击剑法,['fensiŋ],n.
fender,挡泥板；护舷的垫子等,['fendə],n.
feral,凶猛的，野的,['fiərəl],a.
ferment,(使)发酵；骚动,['fə:mənt],v.
fermentation,发酵,[ˌfə:men'teiʃən],n.
fern,羊齿植物，蕨,[fə:n],n.
ferocious,凶猛的，残暴的,[fə'rəuʃəs],a.
ferret,用雪貂猎取；搜寻,['ferit],n.
ferrous,含铁的,['ferəs],a.
ferry,运送,['feri],n.
fertile,多产的；肥沃的,['fə:tail],a.
fertilize,受精，受粉；施肥,['fə:tilaiz],v.
fertilizer,肥料，化肥,['fə:tiˌlaizə],n.
fervid,热情的,['fə:vid],a.
fervor,热诚，热心,['fə:və],n.
festal,节日的；欢乐的,['festl],a.
fester,(指伤口)溃烂，化脓,['festə],v.
festive,欢乐的,['festiv],a.
fetching,动人的，迷人的,['fetʃiŋ],a.
fetid,有恶臭的,['fetid],a.
fetish,(崇拜的)神物，偶像,['fi:tiʃ],n.
fetter,(带)脚镣；束缚,['fetə],n.
fetus,胎儿,['fi:təs],n.
feud,宿怨，不和,[fju:d],n.
fiasco,大失败，惨败,[fi'æskəu],n.
fiat,命令,['faiæt],n.
fibrous,纤维的,['faibrəs],a.
fickle,(爱情或友谊上)易变的，不坚定的,['fikl],a.
fictitious,假的；虚构的,[fik'tiʃəs],a.
fidget,烦躁之人,['fidʒit],v.
fiend,恶魔；魔鬼,[fi:nd],n.
fig,无花果；一点儿,[fiɡ],n.
figment,虚构的东西,['fiɡmənt],n.
figurative,比喻的，借喻的,['fiɡjurətiv],a.
figurehead,名义领袖；傀儡,['fiɡəhed],n.
figurine,小塑像，小雕像,['fiɡjuri:n],n.
filament,灯丝；细丝,['filəmənt],n.
filch,偷(不贵重的东西),[filtʃ],v.
file,锉平,[fail],n.
filial,子女的,['filjəl],a.
filibuster,以冗长演说妨碍、阻挠(法案或议事的通过),['filibʌstə],v.
filigree,金银丝做的工艺品,['filiɡri:],n.
filings,锉屑,['failiŋz],n.
fillet,束发带；鱼肉片,['filit],n.
filly,小母马,['fili],n.
filter,过滤,['filtə],n.
filth,肮脏，污物；下流的语言,[filθ],n.
finable,应罚款的,['fainəbl],a.
finagle,骗取，骗得,[fi'neigəl],v.
finale,最后，最终；乐曲的最后部分,[fi'nɑ:li],n.
finery,华丽优雅的服装或装饰,['fainəri:],n.
finesse,技巧；计谋；手段,[fi'nes],n.
finicky,苛求的，过分讲究的,['finiki],a.
finite,有限的,['fainait],a.
firearm,(便携式)枪支,['faiərɑ:m],n.
firebrand,燃烧的木块；引起(社会或政治的)动乱的人,['faiəbrænd],n.
firefly,萤火虫,['faiəflai],n.
fiscal,国库的，财政的,['fiskəl],a.
fishery,渔场；渔业,['fiʃəri],n.
fissile,易分裂的,['fisail],a.
fissure,深长的裂缝，裂隙,['fiʃə],n.
fitful,一阵阵的；不安的,['fitful],a.
fixate,使固定，使不变；注视，凝视,['fikseit],v.
flabby,(肌肉)松软的；意志薄弱的,['flæbi],a.
flaccid,松弛的；软弱的,['flæksid],a.
flag,减弱，衰退；（植物）枯萎,[flæɡ],v.
flagellate,鞭打，鞭笞,['flædʒeleit],v.
flagging,下垂的；衰弱的,['flæɡiŋ],a.
flaggy,枯萎的；松软无力的,['flæɡi],a.
flagrant,臭的，恶名昭彰的,['fleiɡrənt],a.
